track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2WHlwCAZB6hLFsrXffOmxx,The Devil Makes Three,A Little Bit Faster And A Little Bit Worse,Tow,21,247800,False,0.399,0.431,7,-10.991,0,0.0659,0.705,1.58e-05,0.804,0.678,167.313,4,Country / Folk
1Ph96WpdjNlwD6iKRE2Xa3,Aidan Bissett,More Than Friends,More Than Friends,70,183012,False,0.559,0.655,6,-6.792,1,0.051,0.58,0.000155,0.124,0.667,160.016,4,Country / Folk
3JKLrIrHpbHtDU1oeYtbYD,Boyce Avenue,"Cover Sessions, Vol. 5",Chasing Cars,52,246979,False,0.659,0.331,10,-8.987,1,0.0321,0.809,0.0,0.0996,0.0877,105.01,4,Country / Folk
6S70OrI0CsYO0nD1l6qvDP,Tom Petty and the Heartbreakers,All I Want For Christmas Is You,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,Country / Folk
4rypm0OAHbU1IXLA8atiGE,Stephen Sanchez,Easy On My Eyes,Hey Girl,60,185906,False,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,4,Country / Folk
2gAEgo5pCqgEEiaV1wwy9i,Chicago,OK Boomers - Top Tunes,Street Player,2,550706,False,0.765,0.833,10,-5.162,0,0.0873,0.0376,0.268,0.0824,0.837,126.422,4,Country / Folk
1jrSYv9dWkhppDRtgTcpNv,The Travelin' McCourys,The Travelin' Mccourys,"Lonesome, On'ry and Mean",33,312866,False,0.546,0.766,7,-7.249,1,0.0308,0.457,0.0476,0.218,0.835,117.192,4,Country / Folk
24Gm1mIhO28NmgT17S95JE,Masaharu Fukuyama,KISSして,KISSして,35,222626,False,0.467,0.851,6,-4.203,1,0.0526,0.000353,0.0,0.33,0.644,93.873,4,Country / Folk
3CU1pPcJmLxLgtkpJOTfUv,The Devil Makes Three,Redemption & Ruin,Down In The Valley,26,191030,False,0.591,0.584,2,-9.662,1,0.0357,0.765,0.0118,0.228,0.813,118.372,4,Country / Folk
0voYwjeuMfvXlF76oesZKu,Joshua Radin,"Here, Right Now","Here, Right Now",56,183213,False,0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,4,Country / Folk
5gcj73NwRyRWXCKBov0ndc,The Avett Brothers,Mignonette,Hard Worker,23,125346,False,0.486,0.611,9,-5.39,1,0.0396,0.267,0.0,0.366,0.902,129.825,4,Country / Folk
2ypmJzv6tqEy1ZQBwvK52N,Ramil Ganjoo,Bhoola na tujhe,Bhoola na tujhe,44,176128,False,0.608,0.428,4,-11.056,1,0.0325,0.82,0.00448,0.102,0.333,94.038,4,Country / Folk
5nVCN27s9SCrIdKQ7oNN0p,Stonewall Jackson,Trouble & Me,I've Got to Change,11,129773,False,0.544,0.318,4,-11.036,1,0.0357,0.883,0.0,0.161,0.535,114.294,4,Country / Folk
7K1bH4txxZJbGUQm5SnMAa,Papon,Sinaaki Osinaaki,Osinaaki Mon,36,323056,False,0.537,0.527,7,-8.427,1,0.0366,0.654,6.42e-06,0.086,0.597,151.974,3,Country / Folk
6OyhMMdxndav88tBaSFfBo,George Jones,The Essential George Jones: The Spirit Of Country,Who's Gonna Fill Their Shoes,11,197840,False,0.423,0.244,4,-14.39,1,0.032,0.618,0.0,0.196,0.253,138.2,4,Country / Folk
3upIaTAwzeD5ijPJe44ceD,Fossils,Fossils 4,Khnoro Aamar Fossil,45,332403,False,0.403,0.77,8,-6.787,0,0.0434,0.195,0.0,0.151,0.428,140.616,4,Country / Folk
6zeIPnFq1B3H9XoNAGzEkz,The Kentucky Colonels,Long Journey Home,Long Journey Home,23,117957,False,0.476,0.624,9,-11.545,1,0.182,0.867,0.00139,0.872,0.678,76.699,4,Country / Folk
0wKt65XM5Wit3QH7lZtESU,The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 1",31,165799,False,0.228,0.574,4,-7.959,0,0.0421,0.517,0.00148,0.128,0.389,182.379,4,Country / Folk
641BnSVI1ydg9RWBSKvaXv,The Avett Brothers,Live Vol. Four,Ten Thousand Words,23,384186,False,0.442,0.302,9,-12.33,1,0.0298,0.85,6.82e-06,0.861,0.39,141.615,4,Country / Folk
2vzWylXWogTG11HR0frews,Anson Seabra,I Can't Carry This Anymore,I Can't Carry This Anymore,65,200000,False,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.355,0.456,166.603,4,Country / Folk
31TxQlV1owDhlyFiJvMfuW,Salim–Sulaiman;Shreya Ghoshal,Heroine (Original Motion Picture Soundtrack),Khwahishein,42,237026,False,0.466,0.478,11,-6.221,0,0.0312,0.609,0.0,0.0837,0.107,145.112,3,Country / Folk
6W9jkoZ73i5S3noVGBcVEC,Narinder Biba;K.S.Agnihotri,Lak Hile Majajan Jandi Da,Je Mundeya Sadi Tor,31,195826,False,0.738,0.386,11,-11.016,1,0.0682,0.81,0.0,0.104,0.932,119.113,4,Country / Folk
0Iq2KydFwhvkjH1rI4s1EX,Béla Fleck,"The Bluegrass Sessions: Tales From The Acoustic Planet, Vol. 2",Buffalo Nickel,23,278506,False,0.442,0.514,5,-12.635,1,0.0321,0.894,0.93,0.169,0.768,114.873,4,Country / Folk
0Pj6KjqwmJNdIOttPShZC9,Hayden Calnin,Warm With You,Warm with You,62,247749,False,0.557,0.364,2,-12.141,1,0.0294,0.794,0.7,0.31,0.293,101.985,4,Country / Folk
3DWkYRm35UkcM1V0icj6lo,Suzonn,Sun Lo Na,Sun Lo Na,43,164173,False,0.713,0.236,1,-13.288,1,0.0373,0.886,0.0,0.091,0.647,139.75,3,Country / Folk
2hFzpC4hevoSwzxyYWRSz6,Doc Watson;Merle Watson,Doc & Merle Watson's Guitar Album,Talking To Casey,24,151066,False,0.607,0.61,4,-11.389,1,0.0297,0.275,0.921,0.0637,0.65,105.03,4,Country / Folk
3Rkbvevg1OjerALUV8WM1j,Greensky Bluegrass,Courage for the Road: Fall 2019 (Live),Brokedown Palace 9/25: The Caverns - Live,23,344146,False,0.454,0.337,5,-15.906,1,0.0371,0.793,0.00148,0.922,0.249,123.612,4,Country / Folk
6YNdQ5utvFnK4CTAnBga06,Jillian Rossi,Fever Dream,Fever Dream,64,171000,False,0.561,0.519,2,-8.467,1,0.0395,0.223,0.0,0.156,0.2,119.882,4,Country / Folk
5ChTVNcSgb3sC6qCuhDE0M,Gatton,Other's Melodies - Demo,Other's Melodies - Demo,51,114193,False,0.555,0.114,2,-11.701,1,0.0696,0.967,2.94e-06,0.262,0.293,48.935,3,Country / Folk
45dGKmN6jw7PgK6Dw2rEp2,Sheryl Crow,Cars (Original Motion Picture Soundtrack),Real Gone,68,200733,False,0.608,0.785,11,-5.346,0,0.0472,0.00173,0.0,0.0762,0.806,117.983,4,Country / Folk
7ogigweSsNAvKdzxIhahoE,Foy Vance,Feeling Good - Adult Pop Favorites,Coco,0,150613,False,0.65,0.282,11,-14.003,1,0.123,0.785,0.00106,0.081,0.641,81.223,4,Country / Folk
16UvxAOto68oxaFNBEKEuv,George Jones,The Essential George Jones,If Drinkin' Don't Kill Me (Her Memory Will) - Single Version,19,190160,False,0.382,0.32,6,-12.941,1,0.0395,0.609,0.0,0.165,0.226,89.891,3,Country / Folk
4eJwBBKJOqADZHVlndzvGu,Nusrat Fateh Ali Khan,DilLagi,Jitne Bhi Zakham Hain Dil Par,42,814158,False,0.484,0.683,10,-11.136,0,0.105,0.0932,1.12e-06,0.245,0.766,108.145,4,Country / Folk
0DRMigVA7KEsuCXMOluOjG,Hunter Hayes;The Shadowboxers,Chillin' It - Mellow Day Country,You Should Be Loved,0,176552,False,0.609,0.66,6,-5.665,1,0.0343,0.123,0.0,0.134,0.571,119.904,3,Country / Folk
29d0nY7TzCoi22XBqDQkiP,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,85,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,Country / Folk
752n4jKSMASefgd8MpEqq5,Rufus Wainwright,Sad Covers 2022,Hallelujah,2,249026,False,0.273,0.196,9,-7.528,0,0.0347,0.885,0.0,0.105,0.421,72.124,4,Country / Folk
30cYWLpVdBZVLb1cYdmcTT,The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,Country / Folk
5ULLAuJgn4Of7XhwtWMBh2,Ray Price,Ray Price - 16 Biggest Hits,Make the World Go Away,11,152226,False,0.378,0.268,1,-11.46,1,0.0281,0.866,0.0123,0.175,0.409,68.809,4,Country / Folk
3CqV5uSdPvj5Ux3E8Idusc,Eddie van der Meer,Anime Songs #3,"Sad Theme (From ""One Punch Man"")",37,81000,False,0.487,0.162,11,-11.238,0,0.106,0.933,0.829,0.117,0.49,82.33,4,Country / Folk
7D7CBnyCYkylr79Cp5TSlv,Stephen Sanchez,Hold Her While You Can,Hold Her While You Can,51,264013,False,0.502,0.718,2,-5.87,1,0.0303,0.0181,8.31e-06,0.289,0.36,89.976,4,Country / Folk
5J5VBW8G9ViJfzX5FEYvni,Tom Petty and the Heartbreakers,Christmas Eve At Home,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,Country / Folk
17M1JFSr2eEvo5dQnCIQim,Leo Sayer,The Show Must Go On: The Leo Sayer Anthology,More Than I Can Say - Remastered,55,222133,False,0.726,0.506,10,-12.77,1,0.0239,0.213,3.41e-05,0.332,0.72,96.5,4,Country / Folk
1x0JkipO1X78OC1OOxpOoM,Anupam Roy;Lopamudra Mitra,Hemlock Society,Amar Mawte (Female),37,330187,False,0.743,0.343,10,-9.711,1,0.0297,0.798,1.26e-05,0.1,0.68,105.014,4,Country / Folk
1y7FoHfVtbZV6mONGJgU7j,Prateek Kuhad,The Way That Lovers Do,Hollow,40,204373,False,0.348,0.31,11,-13.122,1,0.0413,0.845,0.0569,0.111,0.0474,114.812,4,Country / Folk
1ytsxlw6P6gsCc3RrYweyj,Parachute,Wide Awake,Lonely With Me,51,218813,False,0.589,0.809,7,-5.6,1,0.0283,0.0479,0.0,0.116,0.628,87.013,4,Country / Folk
2kMAKtrAu16HVWxBnOwuhd,Fleurie;Tommee Profitt,Love and War,Hurts Like Hell,58,232000,False,0.433,0.152,9,-13.384,0,0.0369,0.727,5.19e-05,0.107,0.0974,129.792,3,Country / Folk
4Pd7rBSiSh1gx9V58p0oNY,Tyler Hubbard,Tailgate Country,35’s,0,174721,False,0.535,0.79,10,-5.698,1,0.0553,0.00358,0.0,0.257,0.402,139.929,4,Country / Folk
6NMfPEjcsh9ERguKQODNf1,Carl Smith,The Essential Carl Smith,Let Old Mother Nature Have Her Way,15,169880,False,0.631,0.353,4,-12.198,1,0.0308,0.854,0.0,0.139,0.785,144.596,4,Country / Folk
4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,Country / Folk
0X1mQOLgkPZ9J5aHiGYwq6,George Jones,Golden Hits (Original Musicor Records Recordings),I Don't Love You Anymore,10,151253,False,0.648,0.299,9,-13.274,1,0.0287,0.769,0.0,0.0536,0.839,130.849,4,Country / Folk
2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,False,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4,Country / Folk
3tyEQOACloIoX0jbM8YWx2,Papon,Bollywood Unplugged,Jiyein Kyun,44,343371,False,0.551,0.586,2,-6.706,1,0.0447,0.686,0.0,0.477,0.16,143.65,4,Country / Folk
45JIlBXEhd6BriIUqxITFT,Hank Williams,The Complete Hank Williams,Sundown And Sorrow,11,81106,False,0.405,0.351,2,-12.126,1,0.0279,0.891,0.0,0.128,0.888,82.449,4,Country / Folk
4dJnAPOA2N48M8fKzmL8dX,Stephen Sanchez,LUGNA HITS,Until I Found You,3,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,Country / Folk
42RjAtGAGje1E5wYkAjeuE,Ian Munsick,Cozy Country,Long Haul,0,231265,False,0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4,Country / Folk
0nqUFZbYSZ7HJkvnz1q0ST,Hank Williams;Kitty Wells;Johnnie R. Wright,The Complete Hank Williams,Dear Brother,11,146893,False,0.6,0.34,4,-9.753,1,0.0328,0.97,0.0,0.446,0.291,120.346,4,Country / Folk
02sas1xqIwRm7iWSoHDvKe,Prateek Kuhad,In Tokens & Charms,Oh Love,44,211193,False,0.633,0.743,7,-8.029,1,0.0362,0.29,0.00696,0.0629,0.548,176.021,4,Country / Folk
2AN3wNGUW0IgzfuurtVEDS,Mance Lipscomb,The Best of Mance Lipscomb,Sugar Babe,31,124400,False,0.554,0.4,3,-11.806,1,0.0699,0.979,0.348,0.102,0.547,101.191,4,Country / Folk
4C4Pduzp8LfAtQXHAGQWM5,Hozier,Hozier,Sedated,55,207669,False,0.66,0.61,9,-5.161,0,0.026,0.2,1.1e-05,0.105,0.29,85.999,4,Country / Folk
1GkwSHR74B5DIgnlarTsa9,Days N Daze,Show Me the Blueprints.,Ditches,30,162282,True,0.48,0.77,10,-3.547,1,0.0542,0.397,0.0,0.254,0.744,126.225,4,Country / Folk
1r69MJnTryDGcWkfuqVPVH,Hunter Hayes,Finest Country,Storm Warning,0,239906,False,0.483,0.844,2,-5.62,1,0.0833,0.0331,0.0,0.133,0.772,185.998,4,Country / Folk
3CbfrDVrNsfQ04RhDjHKvX,Justin Moses,Fall Like Rain,Fall Like Rain,30,262640,False,0.592,0.523,10,-9.241,1,0.0275,0.536,0.00728,0.117,0.484,137.893,4,Country / Folk
7aHuzpCIVhLnIfHfIYmwdT,The Del McCoury Band,Celebrating 50 Years of Del McCoury,Dark Hollow,24,173813,False,0.47,0.474,4,-9.794,1,0.0344,0.681,0.000226,0.141,0.802,187.82,4,Country / Folk
6n2YZY44Eu32qm4ZGmbOav,Hank Williams,The Complete Hank Williams,Heaven Holds All My Treasures,14,147506,False,0.617,0.241,2,-9.71,1,0.0291,0.822,7.06e-05,0.112,0.271,121.202,3,Country / Folk
6jI7y83WjuyBne9b3IvdSs,Andrew Belle,The Ladder,Make It Without You,49,272612,False,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663,4,Country / Folk
5zsatkx2tAjgZSWAJGaK2T,Clarence White,33 Guitar Instrumentals,Black Mountain Blues (Rag),21,97293,False,0.465,0.474,2,-11.693,1,0.0335,0.926,0.913,0.312,0.963,64.496,4,Country / Folk
2FGBAvdswjz67iMGUXgBZD,Faridkot;Amar Jalal,Equals Sessions (Season 1),Nasha (Equals Sessions),53,287573,False,0.78,0.46,6,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4,Country / Folk
1kOfQVjzwH96tdrz2emKus,Anupam Mukherjee,Aaj Phir Kyu,Aaj Phir Kyu,39,195428,False,0.521,0.476,11,-8.608,1,0.031,0.727,0.0158,0.0936,0.427,139.863,4,Country / Folk
0BUuuEvNa5T4lMaewyiudB,Jason Mraz,Coffee Moment,93 Million Miles,0,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,Country / Folk
4GadSyQDGXV2FXL3Acl57f,Kenny Chesney,Good Times Country,Wind On,0,260359,False,0.497,0.866,0,-3.039,1,0.0464,0.00099,1.28e-05,0.35,0.338,123.019,4,Country / Folk
7cZoZhlp2u1o7oaI4sLTIc,Sarah Jarosz,Undercurrent,Jacqueline,24,230493,False,0.475,0.0924,5,-10.283,1,0.0311,0.819,0.0,0.111,0.206,93.834,4,Country / Folk
014SIjoLDG1Ku19c5FlDYh,Creedence Clearwater Revival,Pumpkin Patch Hits,I Put A Spell On You,0,271786,False,0.393,0.732,4,-8.188,0,0.0295,0.00471,0.123,0.0979,0.621,100.41,4,Country / Folk
7cWD565NKIelWEJg9HcRd5,Bryan Adams,Jingle Bell Rock 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,Country / Folk
11UF6aLWbnCaWM0V7CezX9,Glen Campbell,(60's) Sixties Collected Volume 2,Gentle On My Mind - Remastered 2001,0,178626,False,0.597,0.415,3,-13.799,1,0.0323,0.189,0.0,0.122,0.826,108.987,4,Country / Folk
7y2LdSannuZhlHK3eTOyly,Kailash Kher;Meet Bros Anjjan,Best Of Kailash Kher,"Mere Nishaan (From ""Oh My God"")",49,300719,False,0.586,0.524,1,-8.576,1,0.0436,0.74,2.98e-06,0.136,0.529,98.077,4,Country / Folk
5HWgP11CJLvBBQtMWkDdjd,Sophie Pecora,Overthinking,Overthinking,50,216000,False,0.745,0.573,0,-9.606,0,0.0789,0.558,0.0,0.104,0.479,100.041,4,Country / Folk
4nhKtqoFbcUUjTgzSCLLI2,The Wailin' Jennys,Live at the Mauch Chunk Opera House,Deeper Well,28,319253,False,0.537,0.524,3,-12.504,0,0.167,0.55,0.000106,0.683,0.728,105.784,4,Country / Folk
3t5tdzQKEqI3wqHIGCdNoB,Riley Green,We Out Here: Live,Hell Of A Way To Go - Live,47,223406,False,0.44,0.472,6,-9.026,1,0.0596,0.86,0.0,0.968,0.548,142.288,4,Country / Folk
5YvOtpbUyVBK9ANxtmYokp,Ernest Tubb,The Definitive Collection,I Love You Because,14,159546,False,0.662,0.249,7,-13.972,1,0.0319,0.488,0.0,0.196,0.589,127.722,4,Country / Folk
5SlCn5OB2TP0XbzTBrSbUZ,Nusrat Fateh Ali Khan,"Geet Aur Ghazal, Vol. 1",Vigar Gai Aye Thore Dina Toun,34,482066,False,0.475,0.553,6,-10.912,0,0.0534,0.701,0.0187,0.207,0.522,134.193,4,Country / Folk
3wBzbRG2OnmKl9jYyR6umu,The Infamous Stringdusters,Laws Of Gravity,Gravity,34,221640,False,0.462,0.613,7,-8.153,1,0.0271,0.213,0.0927,0.189,0.327,137.7,4,Country / Folk
7t7bFIEU06QMD2RaMkqMaf,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,Aankh Uthi Mohabbat Ne,47,292589,False,0.677,0.906,3,-4.307,0,0.152,0.0469,0.000583,0.0902,0.819,89.959,4,Country / Folk
4HdoM3ZRFpCqT0eKOZpUPO,Bryan Adams,Christmas Rock 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,Country / Folk
5Infc095QF0BDwCF9rMyxD,Suzonn,Pareshaan,Pareshaan,34,244800,False,0.512,0.137,6,-13.003,1,0.0321,0.9,1.25e-05,0.104,0.311,75.14,4,Country / Folk
5lklfOLrLueIi1xibiuRhQ,Madeline The Person;Noah Kahan,Daily Pop Mix,MEAN! - Remix,0,143957,False,0.455,0.389,7,-9.323,1,0.255,0.901,0.0,0.0947,0.449,174.444,3,Country / Folk
05e9FVcmO2u6ZWCZvbVZKd,Lonesome River Band,Chronology (Vol. 2),"Perfume, Powder And Lead",25,267986,False,0.571,0.436,7,-8.553,1,0.0317,0.721,0.0,0.148,0.338,133.765,3,Country / Folk
4mbwslolhrTX8PlqGmZ8WE,Riley Green,We Out Here: Live,Dixieland Delight - Live,42,330939,False,0.254,0.909,1,-6.556,1,0.0713,0.00112,0.000334,0.925,0.437,94.32,4,Country / Folk
4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,Country / Folk
7q5n3GOK0ckWY1udaSNFXt,Pretenders,Holly Jolly Christmas,2000 Miles - 2007 Remaster,0,220426,False,0.292,0.709,7,-9.052,1,0.0303,0.00292,0.0267,0.102,0.452,99.303,3,Country / Folk
55G6uXo1fyBQ58YL3O2ygf,Days N Daze;Juicy Karkass,Crustfall,I Wanna See It Burn,29,157000,False,0.48,0.6,0,-8.976,1,0.0398,0.24,0.0,0.533,0.944,92.545,4,Country / Folk
0msUPIvKP3q9itQBMT4mYd,Nikhil Swaroop,Sitaron Ka Saaya - Single,Sitaron Ka Saaya,32,278000,False,0.407,0.178,9,-13.879,1,0.037,0.817,3.55e-05,0.116,0.194,155.99,3,Country / Folk
0b9fULR24FUxNnT4co5GWA,The Pogues;Kirsty MacColl,Christmas Time,Fairytale of New York (Edit) - Radio Edit,0,275896,False,0.38,0.346,2,-14.313,1,0.0417,0.648,0.000139,0.0511,0.358,117.916,3,Country / Folk
3MYWnEe8DzOh0pF3Y6mcsX,Old Crow Medicine Show,Carry Me Back,Mississippi Saturday Night,22,180800,False,0.516,0.87,9,-6.204,1,0.0419,0.163,1.08e-06,0.303,0.807,169.323,4,Country / Folk
6CqIPNIgAYmbOyPgVKv0u3,Emmylou Harris,Happy Country Christmas,Christmas Time's A-Coming,0,175400,False,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4,Country / Folk
3lQ5ZqHj7cZXcGs4W6IILx,America,Timeless Rock Hits,A Horse with No Name,0,249026,False,0.67,0.713,2,-10.219,1,0.0491,0.643,0.000446,0.125,0.848,124.421,4,Country / Folk
2RIPyJ5U3kbJpTAqRzZGFj,Pete Bernhard,Straight Line,Orphan,23,272773,False,0.632,0.527,9,-9.335,1,0.0294,0.24,1.89e-06,0.113,0.679,101.663,4,Country / Folk
471COrp0GlWSDC1UUb5pYo,Hank Williams,The Ultimate Collection,"I Can't Get You Off Of My Mind - Live On Health & Happiness Shows, Nashville/1949/Edit",13,101600,False,0.461,0.212,2,-13.931,1,0.0307,0.955,0.0,0.617,0.846,170.472,4,Country / Folk
2Zv3DIXmY5tU5px29nkliU,Kabir Cafe,Panchrang,Moko Kahaan Dhunde Re Bandhe,35,430927,False,0.621,0.554,5,-5.446,1,0.0277,0.457,3.84e-05,0.206,0.54,147.896,3,Country / Folk
7HoT71NtZURgZ4ci3NpC8c,Ray Price,The Essential Ray Price,Burning Memories,13,149573,False,0.386,0.399,10,-12.42,1,0.031,0.75,6.82e-05,0.378,0.548,102.175,4,Country / Folk
3YfS47QufnLDFA71FUsgCM,Simon & Garfunkel,The Singer,The Sound of Silence,61,184786,False,0.535,0.225,6,-13.865,1,0.0301,0.869,1.57e-06,0.0988,0.338,107.384,4,Country / Folk
25VBJM8MADuhjaHRnqFrvV,Prateek Kuhad,In Tokens & Charms (Deluxe Edition),Into the Night,34,183228,False,0.847,0.489,10,-7.926,1,0.0868,0.494,0.0,0.071,0.839,120.018,4,Country / Folk
6XCPQygbj33s7OUxlbo6bX,Tristan Prettyman,Back to Home,Who We Are,48,259877,False,0.521,0.507,7,-7.007,1,0.0319,0.0162,4.43e-05,0.148,0.153,108.168,4,Country / Folk
0QHST6B9xjYappSPkG6M6V,Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,14,62,140800,False,0.608,0.634,2,-5.65,1,0.212,0.722,0.0,0.12,0.701,104.51,4,Country / Folk
5Xpn8seuohodh7p0DFk13V,Tom Petty and the Heartbreakers,Rockin' Around The Christmas Tree 2022,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,Country / Folk
27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0,209293,False,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,3,Country / Folk
0CPo7vchHww5MWe13KhAuZ,Michael Ray,New Country Hits,Time Marches On (The Bootlegger Sessions),0,162533,False,0.84,0.507,5,-7.251,0,0.0304,0.29,0.0,0.241,0.703,117.947,4,Country / Folk
4YxsJyL48q7NZiiCj0uib0,Jasleen Royal;TM Bax;Radhika Madan,Ni Jana,Ni Jana,52,205714,False,0.758,0.483,8,-5.549,0,0.0712,0.563,2.28e-06,0.139,0.502,104.893,4,Country / Folk
2ImegcJfmRAUExdSm4tzqG,Nusrat Fateh Ali Khan,Kande Utte Mehrman Way Vol. 40,Je Toon Akhian De Samne Nahin Rehna,36,587906,False,0.404,0.728,1,-12.82,1,0.071,0.221,0.0,0.408,0.771,110.385,4,Country / Folk
6la3Kme7O7D01fJPxgpAS5,詹雯婷,訣愛,訣愛 (劇集《蒼蘭訣》片頭曲),69,189295,False,0.45,0.62,11,-6.492,1,0.0365,0.313,0.0,0.0672,0.169,142.026,4,Country / Folk
0CJnj7jeQoDlupfJt9IVxS,Bailey Zimmerman,Your Perfect Soundtrack,Rock and a Hard Place,1,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,Country / Folk
4jjUMXhlTpjs3quiga1Vc5,Catie Turner,Here to Forever - All New Indie,Nothing,0,174552,False,0.512,0.77,7,-5.796,1,0.0368,0.001,0.0,0.118,0.551,87.856,4,Country / Folk
7pgIbZ3tWdXLUAlofe3r2i,Prateek Kuhad,The Way That Lovers Do,Heartbroken,40,187733,False,0.661,0.481,0,-10.962,1,0.0294,0.662,0.0791,0.0789,0.154,119.974,4,Country / Folk
0oXI8lgAbT3XNDhUb7wtd5,Piyush Mishra,Gulaal,Duniya,33,407613,False,0.34,0.511,10,-11.193,1,0.0969,0.837,0.0,0.107,0.284,172.981,3,Country / Folk
4Eh0EzmssbxXKjPBKXd0EB,Crooked Still,Shaken By A Low Sound (Deluxe),Ecstasy (Instrumental Edit),43,221016,False,0.624,0.402,9,-14.837,0,0.0327,0.571,0.873,0.105,0.326,132.084,4,Country / Folk
3CeKc83EsgRPItgvlDHo5B,Hayd,Changes - EP,Head In The Clouds,71,184559,False,0.778,0.134,4,-17.927,1,0.0506,0.967,0.00352,0.0936,0.287,116.078,4,Country / Folk
6iblnklMzUKIXAtjk5lzIy,Brad Paisley;Alison Krauss,Mud On The Tires,Whiskey Lullaby (feat. Alison Krauss),63,259893,False,0.52,0.333,2,-11.508,1,0.0302,0.816,0.0,0.188,0.198,74.165,4,Country / Folk
7k6tAZp4m93oswrPqSfBbc,Thomas Rhett;Kane Brown;Ava Max,SCOOB! The Album,On Me (feat. Ava Max),60,164683,False,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,4,Country / Folk
4dV3n3xyaD6UnEm9TMDwBU,George Jones,George Jones,One of These Days,10,184973,False,0.645,0.294,2,-15.183,1,0.0343,0.871,4.46e-06,0.149,0.724,122.379,4,Country / Folk
5Infc095QF0BDwCF9rMyxD,Suzonn,Pareshaan,Pareshaan,34,244800,False,0.512,0.137,6,-13.003,1,0.0321,0.9,1.25e-05,0.104,0.311,75.14,4,Country / Folk
2i2OcA6VgW9EyyFD5X5PcV,Annie Lennox,Christmas Songs 2022,Silent Night,1,223040,False,0.171,0.124,7,-13.758,1,0.0364,0.781,0.0,0.0929,0.0717,77.914,3,Country / Folk
1PpbrbgsXRXeKw1GnZMEv7,Don Williams,I Believe In You,I Believe In You,59,246440,False,0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,3,Country / Folk
08VZ3ycsCq1LfabZjdRLg4,Nico;uChill,Slowed + Reverbed 2022,These Days - Slowed + Reverb,0,263316,False,0.255,0.131,5,-18.6,1,0.0338,0.973,0.124,0.116,0.107,74.655,4,Country / Folk
7LYGpt7ckc34CFWcsxwnJl,Maximillian,Ripples,Ripples,59,195404,False,0.683,0.346,0,-9.475,1,0.0785,0.682,0.0,0.278,0.457,129.682,4,Country / Folk
